Name,Link to the dish,Ingredients,Making Steps,Ingredients_without_quantity
고구마줄기볶음,http://www.lampcook.com/food/food_fusion_view.php?idx_no=371,"들기름(2큰술), 국간장(1큰술), 다진파(1큰술), 다진마늘(1/2큰술), 참기름(1큰술), 깨소금(1큰술), 설탕(약간), 소금(약간)",1. 고구마 줄기는 미지근한 물에 한시간 정도 불린다. 2. 끓는 물에 고구마 줄기를 20분 정도 삶아낸 뒤 찬물에 헹구어 물을 갈아주며 하루 정도 물에 담가둔다. 3. 분량의 재료를 섞어 양념장을 만든다. 4. 고구마 줄기는 물기를 짜고 5cm 길이로 썬다. 5. ④에 양념장을 넣어 간이 배도록 무친다. 6. 프라이팬에 들기름을 두르고 ⑤를 넣어 볶는다.,"들기름, 국간장, 다진파, 다진마늘, 참기름, 깨소금, 설탕, 소금"
아귀찜,http://www.lampcook.com/food/food_fusion_view.php?idx_no=391,"미나리(50g), 대파(1대), 깻잎(10장), 찹쌀가루(4큰술), 참기름(1작은술), 통후추(약간), 소금(약간), 고춧가루(3큰술), 고추장(1큰술), 진간장(½큰술), 설탕(1작은술)","1. 아귀는 내장을 빼고 깨끗이 씻어 뼈째 토막 낸 뒤 가로 6cm, 세로 6cm 크기로 썰어 다시 씻는다. 2. 미더덕은 소금물에 씻은 뒤 꼬치로 몸통을 찔러 물을 뺀다. 3. 콩나물은 머리와 꼬리를 떼로 미나리는 5cm 길이로 썬다. 4. 대파는 두께 0.4cm로 어슷하게 썰고, 깻잎은 두께 0.7cm로 채썬다. 5. 찹쌀가루와 물을 섞어 따로 둔다. 6. 분량의 양념장 재료를 섞어 양념장을 만든다.","미나리, 대파, 깻잎, 찹쌀가루, 참기름, 통후추, 소금, 고춧가루, 고추장, 진간장, 설탕"
고추장아찌,http://www.lampcook.com/food/food_fusion_view.php?idx_no=338,"물(3컵), 소금(60g), 생강(2개), 설탕(2컵), 간장(2컵)","1. 청고추는 맵지 않은 것으로 골라 씻어 밀폐 용기에 담은 다음  소금물을 붓고 고추가 떠오르지 않게 대발이나 접시를 얹어  2주일 정도 노랗게 삭힌다. 2. 삭힌 고추를 건져 물기를 뺀다. 3. 간장, 설탕, 채썬 생강을 넣어 장을 만든다. 4. 밀폐 용기에 삭힌 고추를 담고 ③의 장을 부은 다음 뚜껑을 덮는다. 5. ④를 2~3일 정도 두었다가 간장만 냄비에 따라내어 팔팔  끓인  다음 식힌다. ⑤를 고추에 다시 부어 3일간 삭힌다.","물, 소금, 생강, 설탕, 간장"
파김치,http://www.lampcook.com/food/food_fusion_view.php?idx_no=451,"소금(약간), 까나리액젓(1컵), 다진마늘(1과 1/2작은술), 다진생강(1작은술), 고춧가루(1컵), 설탕(2큰술), 깨소금(2큰술)","1. 실파는 뿌리를 잘라내고 다듬어 물기를 뺀다. 2. 넓은 그릇에 실파를 고르게 펴고 까나리액젓을 뿌려 절인다. 3. 고춧가루에 약간의 물을 부어 불린 후 다진 마늘, 다진 생강, 설탕, 소금, 깨소금을 넣어 고루 섞어 양념장을 만든다. 4. 절인 실파에 양념장을 넣어 고루 버무린다. 5. 버무린 실파는 다섯 뿌리씩 모아 잡고 한 데 묶어 항아리에 담는다.","소금, 까나리액젓, 다진마늘, 다진생강, 고춧가루, 설탕, 깨소금"
찰밥,http://www.lampcook.com/food/food_fusion_view.php?idx_no=360,"대추(5알), 밤(5톨), 소금(1/2작은술)",1. 찹쌀은 씻어 30분 이상 불린다. 2. 팥은 한 번 삶아 물을 버리고 다시 물을 넣고 팥알이 터지지 않게 삶은 뒤 팥물은 받아 놓는다. 3. 밤은 껍질을 까서 먹기 좋은 크기로 잘라 놓고 대추도 씨를 발라 적당한 크기로 자른다. 4. 준비한 재료를 모두 넣고 1과 1/3컵의 팥물에 소금 1/2작은술을 넣어 밥을 짓는다.,"대추, 밤, 소금"
멸치볶음,http://www.lampcook.com/food/food_fusion_view.php?idx_no=500,"당근(1/2개), 청고추(4개), 식용유(4큰술), 깨소금(2큰술), 간장(1큰술), 설탕(약간), 청주(약간)","1. 잔 멸치는 체에 담아 살살 흔들어 잔부스러기 없이 손질한다. 2. 당근은 껍질을 벗겨 4cm 길이로 가늘게 채썬다. 3. 청고추는 반으로 갈라 안을 긁어내고 4cm 길이로 채썬다. 4. 팬을 뜨겁게 달군 후 잔멸치, 당근, 청고추 순으로 넣어 센불에 볶는다. 5. 간장, 설탕, 청주를 섞어 만든 조림장을 넣어 간을 맞춘다. 6. 간이 배면 통깨를 솔솔 뿌려 그릇에 낸다.","당근, 청고추, 식용유, 깨소금, 간장, 설탕, 청주"
두부미역냉채,http://www.lampcook.com/food/food_fusion_view.php?idx_no=421,"양파(1/2개), 홍고추(1/2개), 간장(1/4컵), 참기름(1큰술), 설탕(1큰술), 통깨(1큰술)","1. 두부는 6등분하여 끓는 물에 살짝 데친 뒤 물기를 제거하여 냉장고에 넣어 차게 식힌다. 2. 미역은 충분히 불려 다져 놓는다. 3. 양파는 곱게 다져서 물에 씻어 매운기를 뺀뒤 물기를 꼭 짠다. 4. 홍고추는 곱게 다지고 분량의 양념 재료를 섞어 소스를 만들어둔다. 5. 차게 해놓은 두부는 접시에 보기좋게 담는다. 6. 두부 위에 다진 미역을 얹고, 그 위에 다진 양파와 홍고추를 얹고 소스를 끼얹어 낸다.","양파, 홍고추, 간장, 참기름, 설탕, 통깨"
닭가슴살해파리샐러드,http://www.lampcook.com/food/food_fusion_view.php?idx_no=144,"오이(1/2개), 홍고추(1/2개), 레몬(1/6쪽), 청고추(1/2개), 식초(4큰술), 참기름(1작은술), 간장(1작은술), 설탕(2큰술), 꿀(2큰술), 소금(약간)","1. 닭가슴살은 끓는물에 삶은 뒤 손으로 먹기좋게 찢어놓는다. 2. 해파리는 소금기를 씻어내고 끓는물에 삶아서 찬물에 식힌 후 설탕 2큰술, 소금 약간, 식초 2큰술, 물 8큰술을 섞어  담가둔다. 3. 홍고추, 청고추는 잘게 썰어놓는다. 4. 그릇에 물 3큰술, 식초 4큰술, 참기름 1작은술, 간장 1작은술, 소금 약간, 설탕 2큰술, 꿀 2큰술, 홍고추, 청고추를 넣고 잘 섞어 소스를 만든다. 5. 오이와 레몬은 편으로 얇게 썰어놓는다. 6. ④의 소스에 찢어놓은 닭가슴살과 해파리를 묻힌 후 접시에 오이를 깔고 그 위에 담아낸다.","오이, 홍고추, 레몬, 청고추, 식초, 참기름, 간장, 설탕, 꿀, 소금"
오이냉국,http://www.lampcook.com/food/food_fusion_view.php?idx_no=513,"대파(1대), 홍고추(1개), 물(4컵), 파(1작은술), 다진마늘(1작은술), 간장(3큰술), 식초(3큰술), 설탕(1큰술), 깨소금(약간), 고춧가루(약간), 소금(약간)","1. 오이는 굵은 소금으로 박박 문질러 씻은 뒤 채썰거나 얇게 통썰기 한다. 2. 손질한 오이에 다진 파와 마늘, 고춧가루, 식초를 넣어 골고루 무쳐놓는다. 3. 물 4컵을 끓였다 식힌 뒤 설탕 1큰술과 간장, 식초 2큰술씩, 소금 약간을 넣고 나머지 6컵의 생수를 넣어 냉국물을 만든다. 4. 상에 낼 때에는 양념해 놓은 오이에 차갑게 식힌 냉국물을 붓고 깨소금을 살짝 뿌린다.","대파, 홍고추, 물, 파, 다진마늘, 간장, 식초, 설탕, 깨소금, 고춧가루, 소금"
열무비빔밥,http://www.lampcook.com/food/food_fusion_view.php?idx_no=239,"간장(1큰술), 설탕(1/2큰술), 다진파(2작은술), 다진마늘(1작은술), 참기름(1작은술), 고추장(3큰술), 설탕(1큰술), 마늘(1큰술), 참기름(1큰술), 열무김치(3큰술)",1. 열무김치는 물기를 짠 뒤 5cm로 썰어 참기름에 무쳐 놓는다. 2. 다진 쇠고기는 양념장에 재워둔다. 3. 팬에 키친타올로 기름기를 거의 없을 정도로만 바르고 쇠고기를 달달 볶아낸다. 4. 고추장 양념재료를 모두 섞어 양념장을 만든다. 5. 밥을 담고 밥 위에 열무김치를 올려담은 후 양념장을 곁들여낸다.,"간장, 설탕, 다진파, 다진마늘, 참기름, 고추장, 설탕, 마늘, 참기름, 열무김치"
다시마채소말이,http://www.lampcook.com/food/food_fusion_view.php?idx_no=114,"게맛살(2줄), 홍피망(1/2개), 파프리카(1/2개), 오이(1개), 초고추장(약간)","1. 쌈다시마를 준비하여 물에 두 번 이상 씻어 소금기를 뺀 뒤 찬물에 담가 충분히 불린다. 2. 게맛살, 피망, 파프리카, 오이를 5cm 길이로 잘라 굵게 채썬다. 3. 오징어는 끓는 물에 데쳐서 체에 밭쳐 물기를 뺀 뒤 채소와 같은 길이로 채썬다. 4. 쌈다시마는 물기를 없앤 뒤 김발 위에 놓고 ②와 ③을 올려 김밥 말듯이 말아준다. 5. 먹기 좋게 썰어 접시에 담고 초고추장을 곁들여 낸다. 6. 초고추장을 준비하여 곁들여 낸다.","게맛살, 홍피망, 파프리카, 오이, 초고추장"
김치찌개,http://www.lampcook.com/food/food_fusion_view.php?idx_no=482,"대파(1뿌리), 육수(4컵), 다진마늘(1큰술), 참기름(1작은술), 고춧가루(3큰술), 생강즙(1/2작은술)","1. 잘 익은 배추김치는 속을 털고 5cm 길이로 썬다. 너무 신 김치는 물에 한번 헹궈 사용한다. 설탕을 1/2 큰술 넣으면 신 맛이 줄어둔다. 2. 돼지고기는 기름이 약간 섞인 것으로 준비해 한 입 크기로 납작하게 썬다. 3. 가래떡은 씻어 건져 물기를 빼 놓고 굵은 파는 반으로 갈라 5cm 길이로 쭉쭉 찢어 놓는다. 4. 분량의 고춧가루에 다진 마늘, 생강, 청주를 넣고 고루 섞어 양념 고춧가루를 만들어 놓은 뒤 30분정도 재워둔다. 5. 준비한 김치를 먼저 안치고 양념 고춧가루를 고루 끼얹은 다음 납작 썬 돼지고기, 굵은 파, 다진 마늘, 참기름을 넣고 육수 4컵을 부어 끓인다. 6. 센 불에 끓이면서 김치가 어느정도 물러 지면 준비한 가래떡을 함께 넣고 중불에서 서서히 끓인다.","대파, 육수, 다진마늘, 참기름, 고춧가루, 생강즙"
쑥버섯볶음,http://www.lampcook.com/food/food_fusion_view.php?idx_no=356,"식용유(약간), 다진마늘(1작은술), 간장(2작은술), 설탕(약간), 소금(약간), 후춧가루(약간)","1. 마른 표고버섯은 따뜻한 물에 불려 밑둥을 없애고 물기를 꼭 짠 다음 채썬다. 2. 쑥의 질긴 부분을 없앤 후 끓는 물에 데쳐 물기를 짠다. 3. 느타리버섯은 끓는 물에 데쳐 물기를 없애고 손으로 찢는다. 4. 팬에 식용유를 두르고 다진 마늘을 볶다가 버섯재료와 쑥을 넣어 센불에 살짝 볶는다. 5. 간장, 설탕, 소금, 후춧가루로 간을 해 마무리한다.","식용유, 다진마늘, 간장, 설탕, 소금, 후춧가루"
달래굴파전,http://www.lampcook.com/food/food_fusion_view.php?idx_no=272,"청고추(1/2개), 홍고추(1/2개), 계란(1개), 물(2/3컵), 실파(약간), 간장(1큰술), 식초(1작은술), 다진마늘(약간), 깨소금(약간)","1. 달래는 깨끗이 손질하여 3cm 길이로 썰어둔다. 2. 굴은 껍질을 제거하고 소금물에 살살 비벼 씻은 후 깨끗한 물에 헹구어 물기를 제거한다. 3. 청, 홍고추는 얇고 둥글게 썰어 물에 씻어 씨를 털어낸다. 4. 큰 볼에 밀가루 1컵, 계란 1개, 물 2/3컵을 넣어 밀가루가 응어리지지 않게 잘 섞는다. 5. 4번 반죽에 손질한 달래, 굴, 고추, 실파 등을 넣어 잘 섞은 후 소금으로 간을 심심하게 맞춘다. 6. 팬에 기름을 넉넉히 두르고 ⑤의 재료를 한숟가락씩 펴서 평평하게 지져낸다.","청고추, 홍고추, 계란, 물, 실파, 간장, 식초, 다진마늘, 깨소금"
다시마볶음,http://www.lampcook.com/food/food_fusion_view.php?idx_no=238,"맛살(2개), 당근(30g), 청고추(1개), 실파(3뿌리), 식용유(약간), 마늘(1큰술), 생강즙(1작은술), 청주(1/2큰술), 소금(적당량), 후춧가루(적당량), 참기름(약간)","1. 다시마를 0.5cm로 썰어 30분 정도 냉수에 담갔다가 건져 물기를 뺀다. 2. 청고추, 당근은 5cm 정도로 채썰고 맛살도 가늘게 찢어놓는다. 3. 팬에 기름을 두르고 마늘을 볶다가 다시마, 당근, 맛살을 넣고 볶는다. 4. 청고추채를 넣고 생강즙, 청주, 소금, 후춧가루, 참기름으로 양념을 한 뒤, 접시에 담아낸다.","맛살, 당근, 청고추, 실파, 식용유, 마늘, 생강즙, 청주, 소금, 후춧가루, 참기름"
소꼬리찜,http://www.lampcook.com/food/food_fusion_view.php?idx_no=75,"사골(100g), 대추(10개), 밤(5톨), 마늘(10쪽), 청양고추(2개), 대파(적당량)","1. 소꼬리는 흐르는 물에 손으로 문질러 가면서 불순물을 제거하고 깨끗이 씻는다. 2. 씻은 소꼬리는 찬 물을 두 세번정도 바꿔가면서 담가 두어 핏물을 제거한다. 3. 냄비에 물을 넉넉하게 넣고 사골과 ②의 꼬리뼈를 넣고 3~4시간 푹 고아서 육수를 만든다. 4. ③의 육수에 꼬리를 넣고 마늘, 대추, 밤을 넣고 다시 30분 정도 끓인다. 5. ④에 청양고추를 반으로 잘라 넣고 30분 가량 더 끓인다. 6. 육수가 어느 정도 우러나면 송송 썬 파를 넣고 한소끔 끓여준다.","사골, 대추, 밤, 마늘, 청양고추, 대파"
청국장찌개,http://www.lampcook.com/food/food_fusion_view.php?idx_no=485,"배추김치(1/4포기), 두부(1/2모), 대파(1/2뿌리), 물(4컵), 다진마늘(1큰술), 김칫국물(약간), 소금(약간)","1. 쇠고기는 기름기 없는 것으로 얇게 저며 썰고 잘 익은 배추김치는 속을 털어내고 먹기 좋게 썬다. 2. 대파는 어슷썰고 무와 두부는 납작하게 썰어놓는다. 3. 냄비에 쇠고기, 김치, 무를 넣고 김치국물을 조금 넣어 볶다가 반 정도 익으면 물 4컵을 부어 끓인다. 4. 고기가 익으면 청국장을 풀고 끓을 때 다진 마늘을 넣는다. 5. ③을 뚝배기에 옮겨 담고 한소끔 끓이다가 대파와 두부를 넣는다. 6. 상에 내기 직전에 소금으로 간을 맞춘 뒤 불에서 내린다.","배추김치, 두부, 대파, 물, 다진마늘, 김칫국물, 소금"
오징어통구이,http://www.lampcook.com/food/food_fusion_view.php?idx_no=267,"마늘(2쪽), 대파(1뿌리), 고추장(1큰술), 고춧가루(1/2큰술), 간장(1작은술), 물엿(1큰술), 양파즙(1큰술), 생강즙(1작은술), 다진파(약간), 다진마늘(1작은술), 깨소금(약간), 후춧가루(약간), 참기름(약간)","1. 오징어는 깨끗이 씻은 후 껍질을 벗기고 안쪽에 다이아몬드 모양으로 칼집을 넣는다. 2. 칼집 낸 오징어에 꼬치를 꽂아 칼집모양이 밖으로 보일 수 있도록 돌돌 만다. 3. 마늘, 대파, 생강은 곱게 다져서 준비한다. 4. 고추장 1큰술, 고춧가루 1/2큰술, 간장 1작은술, 물엿 1큰술, 양파즙, 생강즙, 다진 파, 다진 마늘, 깨소금, 후춧가루, 참기름을 섞어 양념장을 만든다. 5. 꼬치에 꽂은 오징어를 살짝 익히고 나서 ④번 양념장을 골고루 발라가며 타지 않게 굽는다. 구울 때 수분이 적으면 청주를 조금씩 넣어준다.","마늘, 대파, 고추장, 고춧가루, 간장, 물엿, 양파즙, 생강즙, 다진파, 다진마늘, 깨소금, 후춧가루, 참기름"
감자고추채볶음,http://www.lampcook.com/food/food_fusion_view.php?idx_no=416,"청고추(2개), 홍고추(1개), 식용유(2와1/2큰술), 간장(1큰술), 참기름(1큰술), 설탕(1작은술), 소금(1/2작은술), 흰후춧가루(약간)","1. 감자는 0.3cm 두께로 채썰어 물에 담갔다 건져서 물기를 뺀다. 2. 청고추, 홍고추는 반으로 갈라 씨를 빼고 4cm 길이로 채썬다. 3. 프라이팬에 식용유를 두르고 채 썬 감자를 볶는다. 볶을때 소금, 흰후춧가루, 설탕 약간씩을 넣고 달달 볶는다. 4. ③번 감자가 다 볶아지면 ②번 고추를 넣고 한번 섞어준 다음 바로 불을 끈다.","청고추, 홍고추, 식용유, 간장, 참기름, 설탕, 소금, 흰후춧가루"
양파전,http://www.lampcook.com/food/food_fusion_view.php?idx_no=117,"다진쇠고기(50g), 두부(1/4모), 밀가루(약간), 계란(1개), 홍고추(1/2개), 다진파(1작은술), 다진마늘(1작은술), 깨소금(약간), 소금(약간), 참기름(약간), 후춧가루(약간)","1. 양파는 링이 작은것으로 준비하여 0.5cm 두께로 모양을 살려 썬 다음 겉쪽에 2~3겹을 남기고 속을 빼내어 잘게 다진다. 2. 두부는 물기를 꼭 짜서 으깬다. 3. 다진 쇠고기, 으깬 두부, 다진 파, 마늘 약간, 소금, 참기름, 깨소금 등으로 양파 안에 들어갈 속을 만든다.(속을 빼낸 양파도 같이 다져 넣어준다) 4. ①의 안쪽에 밀가루를 뿌린 다음 ③의 속을 밀리지 않게 잘 채워넣는다. 5. 채워 넣은 양파는 밀가루, 계란 순으로 묻혀 기름을 두른팬에 노릇하게 지져낸다. 홍고추 등으로 포인트를 주면 좋다.","다진쇠고기, 두부, 밀가루, 계란, 홍고추, 다진파, 다진마늘, 깨소금, 소금, 참기름, 후춧가루"
갈비구이,http://www.lampcook.com/food/food_fusion_view.php?idx_no=490,"상추(약간), 깻잎(약간), 배즙(4큰술), 양파즙(2큰술), 물엿(2큰술), 설탕(2큰술), 통깨(약간), 참기름(약간), 후춧가루(약간), 청주(2큰술), 간장(1/4컵), 육수(1/4컵), 대파(1/2뿌리), 마늘(3쪽), 양파(1/2개), 생강즙(1작은술), 월계수잎(3장)","1. 갈비는 뼈가 얇고 4.5cm 정도로 토막 낸 것으로 골라 핏물을 우려 낸 후 깨끗이 씻어 물기를 없앤다. 2. 갈비의 기름을 떼고 갈빗대의 중심으로 앞뒤로 뒤집어 가며 양편의 살을 저미면서 얇게 편다. 3. 손질한 갈비는 배즙과 설탕, 청주를 넣어 1시간 정도 재워둔다. 4. 냄비에 간장, 육수, 굵은 파, 양파, 마늘, 월계수잎, 생강을 넣고 재료가 무를 때까지 푹 끓인다. 5. 충분히 끓여 둔 양념장은 체에 걸러 따라 놓는다. 6. 걸러 둔 양념장 5큰술에 양파즙, 물엿, 통깨, 후춧가루, 참기름을 넣고 섞는다.","상추, 깻잎, 배즙, 양파즙, 물엿, 설탕, 통깨, 참기름, 후춧가루, 청주, 간장, 육수, 대파, 마늘, 양파, 생강즙, 월계수잎"
시금치계란말이,http://www.lampcook.com/food/food_fusion_view.php?idx_no=88,"게맛살(2개), 올리브오일(2큰술), 소금(약간)",1. 깨끗하게 씻은 시금치는 끓는물에 소금을 넣어 살짝 데쳐낸 후 찬물에 헹궈 물기를 짜고 소금으로 간한다. 2. 게맛살은 적당한 굵기로 찢어 둔다. 3. 볼에 계란을 깨뜨리고 소금을 넣고 풀어준 뒤 체에 걸러 낸다. 4. 프라이팬에 베르톨리 엑스트라 라이트 올리브오일을 두르고 약불에서 계란물이 얇게 깔리도록 부어준다. 5. 반 정도 익어가면 시금치와 게맛살을 가지런히 올려놓고 익히면서 돌돌 말아준다.,"게맛살, 올리브오일, 소금"
낙지연포탕,http://www.lampcook.com/food/food_fusion_view.php?idx_no=87,"배추(4잎), 대파(1/2뿌리), 소금(1/2컵), 참기름(1큰술), 다진마늘(1/2큰술), 청고추(1/2개), 홍고추(1/2개), 소금(약간)","1. 모시조개는 해감을 시킨 뒤 깨끗이 씻어 냄비에 넣고 입이 벌어지도록 데쳐둔다. 2. 낙지는 소금을 1/2컵을 넣고 주물러준 뒤 맑은 물에 여러번 헹군다. 3. 뜨겁게 달군 냄비에 참기름을 두르고 낙지를 넣은 뒤 뚜껑을 덮고 익힌다. 4. ①을 면보에 걸러 모시조개는 건지고 육수는 따로 둔다. 5. 배추는 끓는 물에 데친 후 2cm 크기로 썰고 풋고추, 홍고추는 어슷썰며 대파는 채썬다. 6. ③의 낙지를 한 입 크기로 썬 후 배추와 ④의 육수를 넣고 한소끔 끓인 뒤 모시조개, 청고추, 홍고추, 대파, 다진 마늘을 넣고 소금으로 간을 한다.","배추, 대파, 소금, 참기름, 다진마늘, 청고추, 홍고추, 소금"
낙지볶음,http://www.lampcook.com/food/food_fusion_view.php?idx_no=425,"소금(1큰술), 양파(1개), 호박(1/2개), 대파(2뿌리), 청고추(2개), 홍고추(2개), 고추장(2큰술), 고춧가루(1/2큰술), 간장(1큰술), 참기름(1/2큰술), 생강즙(약간), 설탕(1작은술), 깨소금(1큰술)",1. 낙지는 소금으로 문질러 씻은 후 끓는 물에 살짝 데친다. 2. 양파와 고추는 굵게 채썰고 대파는 4cm 길이로 썬다. 3. 분량의 양념 재료를 섞어 양념장을 만든다. 4. 데친 낙지에 ③을 넣고 고루 섞어 버무린다. 5. 달군 프라이팬에 야채와 낙지를 넣고 센불에서 재빨리 볶는다. 6. 마지막으로 참기름과 깨소금을 뿌려 마무리한다.,"소금, 양파, 호박, 대파, 청고추, 홍고추, 고추장, 고춧가루, 간장, 참기름, 생강즙, 설탕, 깨소금"
참치죽,http://www.lampcook.com/food/food_fusion_view.php?idx_no=61,"당근(1/3개), 감자(1개), 표고버섯(2장), 실파(2줄기), 물(5컵), 다시마(1장), 애호박(1/3개), 참기름(약간), 국간장(약간), 깨소금(약간)","1. 참치통조림은 체에 밭쳐 기름기를 제거한다. 2. 당근, 감자, 표고버섯, 호박은 크기를 맞춰 다진다. 3. 냄비에 참기름을 살짝 두르고 불린 쌀을 볶는다. 4. 쌀이 어느 정도 투명해지면 실파를 제외한 야채, 참치를 넣고, 다시물 2컵을 넣어 한소끔 끓인다. 5. 바닥이 눌지 않도록 나무주걱으로 저어가면서 끓여 물이 졸아들면, 다시물 3컵을 넣고 쌀알이 푹 퍼지도록 끓여 국간장과 참기름으로 마무리한다. 6. 먹기 직전에 통깨, 다진 실파를 뿌려준다.","당근, 감자, 표고버섯, 실파, 물, 다시마, 애호박, 참기름, 국간장, 깨소금"
해물매운탕,http://www.lampcook.com/food/food_fusion_view.php?idx_no=52,"무(50g), 양파(1개), 청고추(1개), 다시마(1장), 미나리(50g), 쑥갓(30g), 홍고추(1개), 고춧가루(5큰술), 국간장(4큰술), 맛술(3큰술), 다진마늘(2큰술), 다진생강(1큰술), 후춧가루(약간), 소금(약간), 참기름(약간)","1. 양파는 채썰고 무는 한 입 크기로 두툼하게 깍둑썰며 고추는 어슷썰고 미나리와 쑥갓은 손질해 4~5cm 길이로 잘라둔다. 2. 새우는 물총을 제거하고 게는 몸체와 등딱지를 분리해 먹기 좋게 손질한다. 오징어는 껍질을 벗겨 안쪽에 대각선 모양으로 칼집을 내어 5cm x 2cm 길이로 손질해 준비하고, 나머지 해산물 재료는 흐르는 물에 헹궈 준비한다. 3. 냄비에 무, 양파, 다시마를 넣고 약불에서 끓이다 끓기 시작하면 다시마를 건져내고 게를 넣어 끓여준다. 4. 다진 마늘과 생강을 제외한 분량의 양념 재료를 섞어 해물탕 양념장을 만들어 ③에 넣고 끓여준다. 5. 국물이 끓으면 나머지 해물 재료를 넣고 끓인 후 새우가 빨갛게 익으면 미나리, 쑥갓, 청/홍고추, 다진 마늘과 생강을 넣어 마무리한다.","무, 양파, 청고추, 다시마, 미나리, 쑥갓, 홍고추, 고춧가루, 국간장, 맛술, 다진마늘, 다진생강, 후춧가루, 소금, 참기름"
채소영양밥,http://www.lampcook.com/food/food_fusion_view.php?idx_no=156,"물(2컵), 소금(약간)",1. 쌀은 씻어 충분히 물에 불려 놓는다. 2. 은행은 볶아 껍질을 까 놓고 깐 밤과 대추는 깨끗이 씻어 놓는다. 3. 스위트콘은 체에 밭쳐 물기를 빼놓는다. 4. 느타리버섯은 깨끗이 씻어 물기를 꼭 짜놓는다. 5. 냄비에 쌀과 물을 붓고 소금으로 간을 한 뒤 위의 재료를 모두 얹어 밥을 짓는다. 밥이 고슬고슬하게 지어지면  주걱으로 잘 섞어 낸다.,"물, 소금"
약식,http://www.lampcook.com/food/food_fusion_view.php?idx_no=533,"깐밤(200g), 대추(50g), 잣(1큰술), 흑설탕(1컵), 계핏가루(1/2큰술), 물엿(적당량), 식물성기름(3큰술), 흰설탕(1컵), 간장(1/3컵), 물(4컵)","1. 흰 설탕에 물을 붓고 끓이다가 거품이 일면서 한 부분부터 타기 시작하면 불을 끈다. 2. 압력솥에 물기 뺀 쌀을 담고 분량의 흑설탕, 간장, 참기름, 식물성기름, 계핏가루를 넣고 ①에서 만든 카라멜소스를 부어 물이들게 고루 섞는다. 3. ②에 밤, 대추, 잣을 넣고 섞는다. 4. 물 3컵을 붓고 센불로 가열하다가 끓기 시작하면 중불로 줄여 30분 지난뒤 불을 끄고 남은 열로 뜸들인다.","깐밤, 대추, 잣, 흑설탕, 계핏가루, 물엿, 식물성기름, 흰설탕, 간장, 물"
채소국수,http://www.lampcook.com/food/food_fusion_view.php?idx_no=524,"계란(1개), 쇠고기(100g), 상추(6장), 깻잎(15장), 양념장(적당량)","1. 오이는 두께 0.3cm x 폭 0.3cm, 길이 5cm로 채썰어 소금에 절였다가 물기를 짠다. 2. 쇠고기는 두께와 폭이 0.3cm, 길이 5cm로 썰어 양념한다. 3. 표고도 물에 불려 쇠고기와 같은 크기로 채썰어 양념한다. 4. 부추는 잘 씻어 5cm 길이로 잘라둔다. 5. 계란은 노른자와 흰자를 분리하여 지단을 붙이고 채썰어 둔다. 6. 번철에 오이, 표고, 쇠고기순으로 볶는다.","계란, 쇠고기, 상추, 깻잎, 양념장"
열무김치냉면,http://www.lampcook.com/food/food_fusion_view.php?idx_no=525,"홍고추(1개), 청고추(1개), 대파(약간), 찹쌀가루(2큰술), 다진마늘(1작은술), 다진생강(1/2작은술), 고춧가루(4큰술), 식초(4큰술), 설탕(4큰술), 겨자(약간), 물(1컵)","1. 열무는 다듬어 소금에 절여둔다. 2. 냄비에 물 1컵과 찹쌀가루 2큰술을 넣고 나무주걱으로 저어가며 약불에서 찹쌀풀을 쑨다. 3. 볼에 물 4컵과 고춧가루 4큰술을 풀고 찹쌀풀을 넣어 간을 맞춘다. 4. ③에 절인 열무와 어슷썬 고추, 채썬 파, 마늘, 생강을 넣고 버무려 열무김치를 담아 익힌다. 5. 알맞게 익은 열무김치에 식초, 설탕, 소금으로 간을 맞추어 차게 둔다. 6. 냉면을 삶아 그릇에 담고 열무김치를 부은 다음 겨자 갠 것을 곁들인다.","홍고추, 청고추, 대파, 찹쌀가루, 다진마늘, 다진생강, 고춧가루, 식초, 설탕, 겨자, 물"
콩나물밥,http://www.lampcook.com/food/food_fusion_view.php?idx_no=534,"파(1/2개), 마늘(2쪽), 참기름(1큰술), 깨소금(1큰술), 고춧가루(조금), 진간장(4큰술), 소금(약간), 통후추(약간)","1. 쌀은 미리 씻어 불려놓고 콩나물은 씻어 소금물에 살짝 데쳐 놓는다. 2. 쇠고기는 곱게 다져 파, 마늘, 진간장으로 양념하여 볶는다. 3. 콩나물 삶은 물을 냄비에 붓고 쌀을 앉혀 밥을 짓다가 끓으면 삶은 콩나물과 쇠고기를 얹어 뜸들인다 4. 뜸이 들면 고루 섞어 그릇에 담고 양념장과 함께 낸다.","파, 마늘, 참기름, 깨소금, 고춧가루, 진간장, 소금, 통후추"
