English Name,Korean Name,Link,Ingredients with Quantity,Ingredients without Quantity,Making Steps
Bean Visi Dong Grand,ÄáºñÁöµ¿±×¶û¶¯,http://www.lampcook.com/food/food_fusion_view.php?idx_no=1,#VALUE!,#VALUE!,"1. Leek, pumpkin, and cabbage are small. 2. Put soybean beef, meat, chopped vegetables, minced garlic, pepper, salt and sesame oil to the ball. 3. Add upburn and starch and add 1 egg to mix well. 4. Give the round dough flatly. 5. Put the flour in the dough with the shape and bury the eggs with eggs. 6. Put oil in a heated pan and cook the rounded eggs with eggs."
Narrow Bibimbap,³ª¹°ºñºö¹ä,http://www.lampcook.com/food/food_fusion_view.php?idx_no=537,"Gochujang (1/2 tbules), sunny head (100g), salt (slight), soy sauce (slight), chopped garlic (slight), minced garlic (slight), sesame oil (slight), sugar (slight)","Gochujang, sunny head, salt, soy sauce, chopped wave, chopped garlic, sesame oil, sugar","1. After serving the broth with sunny hair, cool it down, remove the oil, and then add soaked rice to cook. 2. The safe is bulgogi seasoned for 30 minutes and baked without soup. 3. Cut the green porch to the same size and boil it in boiling water, and the eggs are separated from the yolk and the whites and sliced finely. 4. Bean sprouts, hosts, and buttercups are boiled with soy sauce and sesame oil, and ferns and bellflower are fried in a frying pan with sesame oil. 5. Put the rice in a bowl with sesame oil and put the prepared ingredients evenly."
Miso steamed,°¡ÁöµÈÀåÂò,http://www.lampcook.com/food/food_fusion_view.php?idx_no=306,"Flour (1 tablespoon), water (1 cup), anchovy (8g), onions (1/4), blue pepper (1), red pepper (1), salt (slight), pepper (slight), sesame oil (a little) Slightly), miso (1 tablespoon), red pepper powder (1 teaspoon)","Flour, water, anchovy, onion, blue pepper, red pepper, salt, pepper, sesame oil, miso, red pepper powder","1. The branch is cut in half to 5 cm long and cut in half and pickled with salt water to remove water. 2. Sprinkle the flour on one branch. 3. Put cooking oil in the pot and fry the chopped pork. 4. Choppy anchovies, onions, blue peppers, red peppers, green onions, and garlic, like ¨é, and add miso and water. 5. When ¨ê begins to boil, add the branches of ¨ç, cover the lid, and steam it for enough hungry and put sesame oil at the end."
Solidon sashimi,Àü¾îÈ¸¹«Ä§,http://www.lampcook.com/food/food_fusion_view.php?idx_no=77,"Mu (20g), buttercup (20g), soybean powder (1 tablespoon), onion (20g), red pepper (1), red pepper powder (1/2 tablespoon), vinegar (2 tbsp) Molded garlic (1 tablespoon), sugar (1 tablespoon), sweet fish (slight), sesame seeds (slight)","Mu, buttercups, soybean powder, onion, red pepper, red pepper powder, vinegar, red pepper paste, minced garlic, sugar","1. The word removes scales and removes the head, fins, tails, and intestines. 2. Wash the trimmed fish in flowing water and remove the water completely. 3. Cut the radish thinly, and the buttercup is cut into 5cm long. 4. Slice the onions bold and cut the pepper. 5. Add soybean powder, red pepper powder, vinegar, red pepper paste, chopped garlic and sugar to make a sauce. 6. Select ¨è the word of ¨è into a good size to eat, add ¨é and ¨ê, and add ¨ë sauce."
Cucumber,¿ÀÀÌ³ª¹°,http://www.lampcook.com/food/food_fusion_view.php?idx_no=443,"Sesame salt (1/2 tbsp), salt (2 teaspoon), chopped green onions (1 tablespoon), chopped garlic (1/2 tablespoon), sesame oil (1 tablespoon), red pepper (slight)","Sesame salt, salt, chopped green onions, chopped garlic, sesame oil, red pepper","1. Cucumber is picked up and washed with salt and sliced 0.3cm thick. 2. The green onions and garlic are finely chopped and the red pepper is cut off to a 3cm length. 3. Cucumbers are pickled with 2 teaspoons and rinse them in water and squeeze them. 4. Heat a fan, put sesame oil and stir -fry with pickled cucumbers. 5. When oil turns, add chopped green onions, garlic, sesame salt, and red pepper and fry it for a while and spread it in a large bowl."
Cabbage chestnut kimchi,¹èÃß¹ã±èÄ¡,http://www.lampcook.com/food/food_fusion_view.php?idx_no=295,"Night (2 cups), lamps (1/2), buttercup (1/3), pear (1/2), red pepper powder (1 cup), liquid meat (1/2 cup), garlic (1 tablespoon) ), Ginger (1 teaspoon), sugar (1 tablespoon), salt (slightly), sesame (slight), [pickled salt water] salt (2 cups), water (10 cups)","Chestnuts, fresh, buttercups, pear, red pepper powder, liquid meat, garlic, ginger, sugar, salt, sesame","1. Chosen the cabbage, choosing a cold inside, dividing 2 or 4 pieces, pickled in salt water, washed it thoroughly, and sliced it. 2. Peel the night and prepare it. 3. Mix 2 tablespoons of water in red pepper powder and mix to make red pepper sauce by mixing liquid meat, chopped garlic, chopped ginger, sugar and sesame seeds. 4. Put cabbage, chestnuts, freshness, buttercups, and pears in red pepper sauce and seasoned with salt."
Kimchi vegetable,±èÄ¡Ã¤¼Ò½Ó,http://www.lampcook.com/food/food_fusion_view.php?idx_no=346,"Beef (150g), cooking oil (slight), salt (slight), pepper powder (slight), soy sauce (1 tablespoon), minced wave (1 tablespoon), sugar (1/2 tablespoon), garlic (1/2 tablespoon), sesame oil (1 teaspoon), sesame salt (1 teaspoon)","Beef, cooking oil, salt, pepper, soy sauce, minced wave, sugar, garlic, sesame oil, sesame salt","1. Squeeze the kimchi slightly and wash the sesame leaves thoroughly. 2. Cabbage and modern leaves are boiled in boiling water or steamed in a steamer. 3. Beef is seasoned. 4. Put cooking oil in a frying pan, fry the beef, add rice, and season it with salt and pepper. 5. Put ¨ê in kimchi, sesame leaves, cabbage, and modern leaves."
Seaweed,¹Ì¿ª³Ã±¹,http://www.lampcook.com/food/food_fusion_view.php?idx_no=516,"Cucumber (1/2), water (10 cups), leek (1/2 root), chopped garlic (1/2 teaspoon), sesame salt (slight), salt (slight), red pepper powder (slight), soy Tian)","Cucumber, water, leek, minced garlic, sesame salt, salt, red pepper powder, soy sauce","1. The seaweed is removed from the stem, picking up the tee, soaked in cold water for 30 minutes. 2. Wash the soaked seaweed thoroughly, tear it up with your hands, and then boil it in boiling water quickly. 3. Cucumbers are rubbed with salt and sliced thinly and soaked in cold water for a while. 4. Trim only the white parts and wash them in half and cut them in half. 5. Put the boiled seaweed in a large bowl and add the amount of seasoning ingredients. 6. When the taste is soaked in seasoned seaweed, we pour cold seaweed and add cucumbers and leeks and eat cold."
Kelp cold soup,´Ù½Ã¸¶³Ã±¹,http://www.lampcook.com/food/food_fusion_view.php?idx_no=521,"Cucumber (1/2), red pepper (1), water (5 cups), chopped green onions (1/2 teaspoon), chopped garlic (1/4 teaspoon), salt (slight), red pepper powder Sesame salt (slightly)","Cucumber, red pepper, water, chopped wave, minced garlic, salt, red pepper powder, sesame salt","1. The kelp is thick and glossy, washed with water, wiped it several times with a wet dish, soaked in 5 cups of cold water and called for 30 minutes and then placed. 2. Wash cucumbers with salt, rinse thinly, soak in cold water for a while and then place it. 3. Red peppers are cut in half and cut them finely. 4. Roll the trimmed kelp and slice it thinly and shake it off. 5. Pour the chopped green onions, garlic, red pepper powder, sesame salt, and salt in a large bowl."
Saury kimchi stew,²ÇÄ¡±èÄ¡Âî°³,http://www.lampcook.com/food/food_fusion_view.php?idx_no=45,"Mu (1/3), leek (1 root), garlic (5 tols), kimchi soup (1/2 water), soy sauce (slight)","Mu, leek, garlic, kimchi soup, soy sauce","1. Peel the radish, cut into 3cm long and divide 12 to the bottom of the pot. 2. Put kimchi in a semi -split pot and pour 12 cup kimchi soup and water. 3. Clean the leek and cut it into 5cm long and prepare it. 4. Sleep in canned saury to sieve and drain the water. 5. When the stew begins to boil, add saury, boil until the kimchi is enough, and then add leek and season with soy sauce."
Cucumber,¿ÀÀÌµ¿Ä¡¹Ì,http://www.lampcook.com/food/food_fusion_view.php?idx_no=25,"Bob (1T), ginger (1), wave roots (3), onions (1/2), water (10 cups), salt (2T)","Rice, ginger, wave roots, onions, water, salt","1. Clean the ingredients. 2. Divide cucumbers 4. 3. Remove the seeds of cucumbers and nourish them with salt. 4. Paprika, radish, sliced the chestnuts, and rolled it. 5. Fill the ingredients in cucumbers. 6. Put the cucumbers filled in the kimchi container. 7. Pour water into the pot and add 1T of rice, ginger, green onions, onions and salt. 8. Filter the cooled broth and pour it into the kimchi box. 9. Look up at room temperature and put it in the refrigerator."
Pig and burdock horses are stewed,µÅÁö°í±â¿ì¾û¸»ÀÌÁ¶¸²,http://www.lampcook.com/food/food_fusion_view.php?idx_no=115,"Soy sauce (3 tablespoons), resurrection (1/2 cup), red pepper powder (1/2 tablespoon), jongjong (2 tablespoons), sugar (2 tablespoon), ginger juice (slight)","Soy sauce, red pepper powder, jongjong, sugar, ginger juice","1. The burdock has a unique taste and aroma on the shell side, so only the skin is scraped off with a knife. 2. The peeled burdock is sliced into 10cm long and 0.5cm long and boiled in boiling water. 3. Pork is sliced as if it is thinly floated, spread it on the cutting board, and raises ¨è and fixes it with skewers so that it does not solve the stone. 4. 3 tablespoons of soy sauce, 12 cup of water again, 12 tablespoon of fine red pepper powder, 2 tablespoons of Jeongjong, 2 tablespoons sugar, and ginger juice. 5. Put the burdock of ¨é in the pot, pour the seasoning of ¨ê and mix it evenly, and then slowly cook it in a weak fire. 6. When ¨ë is cooked to some extent, cut it into the right length."
Mussel skewer,È«ÇÕ²¿Ä¡±¸ÀÌ,http://www.lampcook.com/food/food_fusion_view.php?idx_no=486,"Leek (1/2 root), parsley (a little), sesame salt (1 tablespoon), Cheongju (1 tablespoon), salt (slight), red pepper paste (1 and 1/2 tablespoon), soy sauce (1 and 1/2), Steel syrup (3 tablespoons), Cheongju (1 tablespoon), chopped garlic (1 tablespoon), ginger juice (1/2), sesame oil (1 tablespoon)","Leek, parsley, sesame salt, sesame, salt, red pepper paste, soy sauce, starch syrup","1. Put the mussels with fresh ones and put water, sake, green onions, and salt. Boiled mussels are only applied to cut and trim the beard. 2. Put red pepper paste, soy sauce, water syrup, sake, garlic juice, ginger juice, sesame salt, and sesame oil in a pot. 3. Life mussels are placed on one side with five turns on skewers. It is good to sew the same size. 4. Apply the seasoned sauce prepared before and after the mussels and put it for about 10 minutes. 5. Bake the seasoned mussels for 5 minutes in the oven preheated for 15 minutes to 250  C. then flip it over for 3 minutes and sprinkle with parsley."
Clamor,Á¶°³¸¼Àº±¹,http://www.lampcook.com/food/food_fusion_view.php?idx_no=342,"Bamboo shoots (1 pages), leek (1 root), lemon (1/4), salt (slight)","Juksun, leek, lemon, salt","1. Soak the mossy shells in light salt water. 2. Cut the bamboo shoots into a 2cm long comb, and slice the leek diagonally. The lemon shapes the yellow peel. 3. Put ¨ç shellfish in cold water and boil it for a while. 4. Put the shellfish broth in a pot and boil it, add boiled shells and bamboo shoots, season with salt, and then sliced leek and lemon peel."
Ssam,Á¦À°°ÜÀÚ½Ó,http://www.lampcook.com/food/food_fusion_view.php?idx_no=182,"Onion (15g), carrot (10g), sesame leaves (15g), leek (1 root), Yangdrop (1 tablespoon), sugar (slight), salt (slight), vinegar (slight), and pepper (slight)","Onion, carrots, sesame leaves, leek, Yangja, sugar, salt, vinegar, whole pepper","1. Prepare pork safe and boil with leek, pepper and onions. 2. Put carrots, onions and sesame leaves into 5cm. 3. Mix the sauce with 12 tablespoon of lamb, 12 teaspoon sugar, a little salt, and 14 teaspoon of vinegar and mix ¨è. 4. Boiled pork is prepared in one bite size, and ¨é vegetables are added to face."
Doseo Park,´ÜÈ£¹Ú±¸ÀÌ,http://www.lampcook.com/food/food_fusion_view.php?idx_no=130,"Hwangtang -tang (1 tablespoon), butter (a little), salt (slight), pepper (slight)","Hwangtang, butter, salt, pepper","1. Wash sweet pumpkin well and cut it in half. 2. Scrape all the seeds and threads. 3. Cut the sweet pumpkin of ¨è into the right size. 4. Put water in an oven bowl, spill the shell up and bake in an oven at 180  for 40 minutes. 5. Take out ¨ê and turn it over and add 1 tablespoon of brown sugar, a little butter, a little salt, and pepper in a slightly sliced place and bake for 10 minutes."
Cabbage,¹èÃß¼Ó´ñ±¹,http://www.lampcook.com/food/food_fusion_view.php?idx_no=388,"8 cups of water (8 cups), leek (1/2 root), cooking oil (slight), red pepper paste (2 teaspoon), miso (2 tablespoons), salt (slight), chopped garlic (1 teaspoon), chopped garlic (1 small) Alcohol), sesame oil (1 teaspoon), sesame salt (1 teaspoon), pepper (slight)","Water, leek, cooking oil, red pepper paste, miso, salt, chopped waves, chopped garlic, sesame oil, sesame salt, pepper powder","1. Prepare the cabbage, wash it, and cut it into length with a knife. Cut radish flightly. 2. Slice the beef and mix it with seasonings. Cut thick waves diagonally. 3. Put cooking oil in a pot and fry with seasoned beef. 4. Put water and filter miso and red pepper paste into the sieve. When the broth boils, add cabbage and radish and boil it. 5. Put thick green onions, add garlic and boil it with salt."
Sweet Potato Gangjeong,°í±¸¸¶°­Á¤,http://www.lampcook.com/food/food_fusion_view.php?idx_no=95,"Tempura oil (appropriate amount), syrup (1/2 cup)","Frying oil, syrup","1. Cut sweet potatoes with bold and soak in cold water to drain the water. 2. Sweet potatoes are fried at 140  150 . 3. Stir -fry the pumpkin seeds in a pan, chop it bold or split it in a half, to remove the messy powder. 4. Do not stir the syrup, boil it, add fried sweet potatoes, raisins and pumpkin seeds, and mix well with wooden spatula. 5. Put it in the mold, hold the shape, and cut it into the right size."
